,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
1432,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Full stack software developer,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Javascript,HTML / CSS,contratista internacional,remoto (en casa o en un cafe),trabajo remoto,universitario,si,si,si,pregrado,No,,2,dólares,72000.0,0,38400,yo,yo,no,,,no,0,si,https://colombia-dev.slack.com,Armenia,Colombia,1987,0,él,no,,80,0,10,10,Desarrollo,72000.0,Intermedio,266400000.0,5,1,Colombia,Colombia
1433,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,[redactado],no,90 - 100%,no tengo responsabilidades de este tipo,30 - 40%,20 - 30%,2+ años,5 - 10 años,Elixir,"JavaScript, Ruby, TypeScript, Elixir",contratista internacional,remoto (en casa o en un cafe),trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,64800.0,3120,0,yo,yo,no,,,si,0,no,https://twitter.com,Medellin,Colombia,1992,0,él,no,,100,30,40,0,Desarrollo,64800.0,Avanzado,239760000.0,5,1,Colombia,Colombia
1434,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,2 - 5,Full Stack JS Senior Developer,si,70 - 80%,20 - 30%,20 - 30%,10 - 20%,5 - 10 años,10 - 15 años,Javascript,"JavaScript, HTML / CSS, TypeScript, PHP",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupaba mas del 70% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,dólares,21600.0,0,12000,yo,yo,no,,,no,0,si,https://indeed.com,Medellin,Venezuela,1983,0,él,no,,80,20,30,30,Desarrollo,21600.0,Avanzado,79920000.0,6,1,Extranjero,Extranjero
1435,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5, Software Engineer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,No respondio,C++,contratista internacional,,trabajo flexible,universitario,si,no,si,pregrado,No,,3,dólares,66000.0,0,57000,yo,yo,no,,,no,0,si,https://twitter.com,Ibague,Colombia,1996,0,él,no,,90,0,10,0,Desarrollo,66000.0,Avanzado,244200000.0,4,1,Colombia,Colombia
1436,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Backend Developer,no,50 - 60%,40 - 50%,10 - 20%,0 - 10%,menos de 1 año,más de 15 años,Php,"JavaScript, HTML / CSS",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,dólares,31200.0,0,24000,yo,yo,no,,,si,5400,si,http://linkedin.com,Armenia,Colombia,1979,0,él,no,,60,10,20,50,Desarrollo,31200.0,Intermedio,115440000.0,7,1,Colombia,Colombia
1437,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,node.js dev,no,70 - 80%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Typescript,JavaScript,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,pregrado,No,,3,dólares,60000.0,0,45000,yo,yo,si - stock options,10000.0,1.0,si,5000,no, http://twitter.com,Medellin,Colombia,1989,1,él,no,,80,0,20,10,Desarrollo,60000.0,Avanzado,222000000.0,5,1,Colombia,Colombia
1438,Extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Senior iOS developer,no,60 - 70%,no tengo responsabilidades de este tipo,20 - 30%,0 - 10%,1+ año,5 - 10 años,Swift,"Ruby, Swift, Objective-C",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,67200.0,0,32500,yo,yo,no,,,no,0,si,https://colombia-dev.slack.com,Envigado,Colombia,1990,0,él,no,,70,10,30,0,Desarrollo,67200.0,Avanzado,248640000.0,5,1,Colombia,Colombia
1439,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,No especificado,no,0 - 10%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,"Ninguno, por que soy manager 😭","ninguno,  por que soy manager 😭",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,no,no,no,pregrado,Sí,,3,dólares,100000.0,1000,60000,mi empleador,yo,no,,,no,0,si,,Medellin,Colombia,1991,0,ella,no,,10,0,0,0,Sin Clasificar,100000.0,Avanzado,370000000.0,2,1,Colombia,Colombia
1440,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,No especificado,no,30 - 40%,60 - 70%,90 - 100%,90 - 100%,1+ año,10 - 15 años,Javascript,"JavaScript, PHP",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,70000.0,0,51000,mi empleador,mi empleador,no,0.0,0.0,no,0,si,http://linkedin.com,Cali,Colombia,1979,1,él,no,,40,100,100,70,Gerencia de Ingenieria,70000.0,Avanzado,259000000.0,6,1,Colombia,Colombia
1441,Extranjera,otro,5 - 10,Web Developer,no,40 - 50%,20 - 30%,10 - 20%,20 - 30%,menos de 1 año,10 - 15 años,Javascript,TypeScript,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,,3,dólares,78000.0,78000,78500,yo,yo,si - stock options,,,no,40000,si,https://arc.dev/,Neiva,Colombia,1989,0,él,no,,50,30,20,30,Desarrollo,78000.0,Avanzado,288600000.0,6,1,Colombia,Colombia
1442,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",1,Technical Lead,no,40 - 50%,10 - 20%,30 - 40%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Javascript,"Go, PHP",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,no,pregrado,No,,2,dólares,47000.0,4000,32000,yo,yo,si - stock options,250000.0,0.025,si,3000,no,https://colombia-dev.slack.com/,Medellin,Colombia,1984,0,él,no,,50,0,40,20,Desarrollo,47000.0,Intermedio,173900000.0,6,1,Colombia,Colombia
1443,"Colombiana, Mer EEUU","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,[redactado],no,30 - 40%,20 - 30%,40 - 50%,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,Python,C++,contratista internacional,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo en oficina,ningúno,no,no,si,bachiller,No,,4,dólares,45600.0,60000,1000,yo,yo,si - stock options,3000.0,1.0,si,12000,si,https://www.LinkedIn.com,Bogota,Colombia,1993,0,él,no,,40,0,50,30,Liderazgo Técnico,45600.0,Nativo,168720000.0,4,1,Colombia,Colombia
1444,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,Software Engineer,no,70 - 80%,20 - 30%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,Ruby,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,40000.0,0,12800,yo,yo,no,,,no,0,no,http://linkedin.com,Barranquilla,Colombia,1988,0,él,no,,80,0,0,30,Desarrollo,40000.0,Avanzado,148000000.0,4,1,Colombia,Colombia
1445,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Software Developer,si,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Python,"JavaScript, PHP, Python",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,2,dólares,24000.0,0,12000,yo,yo,no,,,si,12000,no,,Armenia,Colombia,1993,0,él,no,,100,0,0,0,Desarrollo,24000.0,Intermedio,88800000.0,5,1,Colombia,Colombia
1446,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Software Engineeer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,2+ años,Typescript,JavaScript,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,ningúno,si,no,si,bachiller,No,,2,dólares,32400.0,0,14500,yo,yo,no,,,no,500,no,http://colombia-dev.slack.com,Envigado,Colombia,1988,0,él,no,,100,0,0,0,Desarrollo,32400.0,Intermedio,119880000.0,3,1,Colombia,Colombia
1447,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Front end lead developer,no,90 - 100%,0 - 10%,70 - 80%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Typescript,JavaScript,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,técnico,no,no,si,pregrado,No,,3,dólares,78000.0,0,72000,yo,yo,no,,,si,47000,no,,Cali,Colombia,1989,0,él,no,,100,0,80,10,Desarrollo,78000.0,Avanzado,288600000.0,5,1,Colombia,Colombia
1448,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Senior Backend Engineer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Ruby,"C, C++, Clojure, Go",contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,97680.0,0,80000,yo,yo,si - stock options,8000.0,8.7,no,0,si,,Medellin,Colombia,1988,0,él,no,,100,0,0,0,Desarrollo,97680.0,Avanzado,361416000.0,6,1,Colombia,Colombia
1449,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Software Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,C#,"JavaScript, PowerShell",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,3,dólares,48000.0,44,44000,yo,yo,no,,,no,0,si,,Bogota,Colombia,1986,1,él,no,,100,0,0,0,Desarrollo,48000.0,Avanzado,177600000.0,5,1,Colombia,Colombia
1450,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Software Engineer,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Python,JavaScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,78000.0,12000,78000,yo,yo,si - stock options,5000.0,21.0,no,0,si,http://www.angel.co,Cali,Colombia,1987,0,él,no,,90,0,20,0,Desarrollo,78000.0,Avanzado,288600000.0,5,1,Colombia,Colombia
1451,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Backend engineer,no,60 - 70%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,Elixir,JavaScript,Prestación de servicios,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,dólares,14000.0,2000,0,yo,yo,no,,,no,0,no,,Armenia,Colombia,1996,0,él,no,,70,0,0,20,Desarrollo,14000.0,Avanzado,51800000.0,2,1,Colombia,Colombia
1452,,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,[redactado],no,90 - 100%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Javascript,"JavaScript, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,ningúno,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,2,dólares,55000.0,0,15000,mi empleador,mi empleador,no,,,no,3000000,si,https://torre.co,Cali,Colombia,1992,0,él,no,,100,0,0,20,Desarrollo,55000.0,Intermedio,203500000.0,5,1,Colombia,Colombia
1453,Extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Senior Android Developer,no,60 - 70%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Kotlin,Java,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,40000.0,0,22400,yo,yo,no,,,si,4000,no,https://linkedin.com,Envigado,Colombia,1996,0,él,no,,70,0,10,0,Desarrollo,40000.0,Avanzado,148000000.0,5,1,Colombia,Colombia
1454,Extranjera,otro,2 - 5,CPO,si,20 - 30%,70 - 80%,70 - 80%,10 - 20%,menos de 1 año,5 - 10 años,"Ninguno, por que soy manager 😭","JavaScript, Python",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,2,dólares,42000.0,0,22316,mi empleador,mi empleador,si - stock options,0.0,0.0,si,0,si,https://neuvoo.com/https://lensa.com/,Medellin,Colombia,1989,0,ella,"Latina, mujer",,30,20,80,80,Liderazgo Técnico,42000.0,Intermedio,155400000.0,5,1,Colombia,Colombia
1455,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,Senior FullStack Engineer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Javascript,"Ruby, TypeScript",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,si,si,maestria,No,,2,dólares,54000.0,2000,36000,yo,yo,no,,,no,0,si,http://linkedin.com,Sabaneta,Colombia,1988,0,él,no,,100,0,10,0,Desarrollo,54000.0,Intermedio,199800000.0,5,1,Colombia,Colombia
1456,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Android Dev,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,10 - 15 años,Kotlin,Java,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,no,pregrado,No,,3,dólares,51500.0,5000,23000,yo,yo,no,,,no,0,si,https://www.linkedin.com/,Medellin,Colombia,1980,0,él,no,,100,0,10,0,Desarrollo,51500.0,Avanzado,190550000.0,6,1,Colombia,Colombia
1457,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,Backend Developer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Java,Java,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,dólares,50400.0,10000,17300,yo,yo,no,,,no,0,si,,Envigado,Colombia,1991,0,él,no,40.0,100,0,10,0,Desarrollo,50400.0,Avanzado,186480000.0,5,1,Colombia,Colombia
1458,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Development Researcher,no,70 - 80%,0 - 10%,10 - 20%,0 - 10%,menos de 1 año,5 - 10 años,Javascript,"C++, PHP",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,2,dólares,40000.0,0,42700,yo,yo,no,,,si,2000,si,,Bogota,Colombia,1995,0,él,no,,80,10,20,10,Desarrollo,40000.0,Intermedio,148000000.0,5,1,Colombia,Colombia
1459,Extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,No especificado,no,30 - 40%,30 - 40%,0 - 10%,0 - 10%,3 - 5 años,10 - 15 años,"Ninguno, por que soy manager 😭","Java, Kotlin, Swift",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,no,pregrado,No,,3,dólares,72000.0,10000,0,yo,yo,no,,,no,0,no,,Medellin,Colombia,1983,1,él,no,20.0,40,10,10,40,Sin Clasificar,72000.0,Avanzado,266400000.0,6,1,Colombia,Colombia
1460,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Software Developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,C#,"JavaScript, PowerShell",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,3,dólares,48000.0,44,44000,yo,yo,no,,,no,0,si,,Bogota,Colombia,1986,1,él,no,40.0,100,0,0,0,Desarrollo,48000.0,Avanzado,177600000.0,5,1,Colombia,Colombia
1461,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior Software Engineer,no,70 - 80%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1+ año,10 - 15 años,Ruby,"CoffeeScript, JavaScript",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,,2,dólares,66000.0,0,42000,yo,yo,no,,,si,12000,si,https://stackoverflow.com,Bogota,Colombia,1982,2,él,no,36.0,80,0,30,0,Desarrollo,66000.0,Intermedio,244200000.0,6,1,Colombia,Colombia
1462,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Front End Engineer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,2+ años,Javascript,PHP,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,ningúno,no,no,no,ninguno,No,,4,dólares,91000.0,3000,9600,yo,yo,no,4992.0,23000.0,no,0,si,,Envigado,Colombia,1991,0,[redactado],no,35.0,90,0,10,0,Desarrollo,91000.0,Nativo,336700000.0,3,1,Colombia,Colombia
